Metin,Normal Metin,Niyet,Kaynak,Bölüm
son kitap hangisiydi hatırlatır mısın,son kitap hangisiydi hatirlatir misin,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
çok çok sağ ol sana,cok cok sag ol sana,TESEKKUR,KitapPusula-Final-özel,eğitim
kitap modeli için model nasıl çalışıyor,kitap modeli icin model nasil calisiyor,MODEL_BILGISI,KitapPusula-V6,eğitim
şu anda kaç yıllıksın,su anda kac yilliksin,BOT_YAS,KitapPusula-Final-özel,eğitim
hey bugün de,hey bugun de,SELAMLAMA,KitapPusula-V6,eğitim
bu eser sayfa sayısı kaç söyler misin,bu eser sayfa sayisi kac soyler misin,SAYFA_SORUSU,KitapPusula-V6,eğitim
bu kitap hakkında daha derin bilgi ver lütfen,bu kitap hakkinda daha derin bilgi ver lutfen,DETAY_SORUSU,KitapPusula-V6,eğitim
iyi tako tarifi nasıl olur,iyi tako tarifi nasil olur,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
nereden başlamalıyım,nereden baslamaliyim,YARDIM,KitapPusula-V6,eğitim
kategori listesini ver şu anda,kategori listesini ver su anda,KATEGORI_LISTESI,KitapPusula-V6,eğitim
bu uygulamayı yapan kim lütfen,bu uygulamayi yapan kim lutfen,BOT_YARATICI,KitapPusula-Final-özel,eğitim
Define Adası,define adasi,KITAP_ARAMA,KitapPusula-V6,eğitim
romanda başına neler geliyor,romanda basina neler geliyor,OLAY_SORUSU,KitapPusula-V6,eğitim
açıklar mısın adın ne lütfen,aciklar misin adin ne lutfen,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
bu eser kaç sayfa,bu eser kac sayfa,SAYFA_SORUSU,KitapPusula-V6,eğitim
şu anda ülke gündeminde neler var özetler misin,su anda ulke gundeminde neler var ozetler misin,HABER_SORUSU,KitapPusula-Final-özel,eğitim
şu an aklıma bir konu geldi biraz,su an aklima bir konu geldi biraz,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
Cesur Yeni Dünya,cesur yeni dunya,KITAP_ARAMA,KitapPusula-V6,eğitim
özetle,ozetle,OZET_SORUSU,KitapPusula-V6,eğitim
bu romanda ana karakter kim,bu romanda ana karakter kim,KARAKTER_SORUSU,KitapPusula-V6,eğitim
açıkçası sana bir şey anlatacağım,acikcasi sana bir sey anlatacagim,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
yerel veri tabanında kitap sayısı kaç,yerel veri tabaninda kitap sayisi kac,KITAP_SAYISI,KitapPusula-V6,eğitim
sen tüm kitaplar sende var mı gerçekten,sen tum kitaplar sende var mi gercekten,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
bu eserle ilgili ayrıntılı anlat mümkünse,bu eserle ilgili ayrintili anlat mumkunse,DETAY_SORUSU,KitapPusula-V6,eğitim
model nasıl çalışıyor söyler misin,model nasil calisiyor soyler misin,MODEL_BILGISI,KitapPusula-V6,eğitim
bu kitapta öne çıkan karakter kim söyler misin,bu kitapta one cikan karakter kim soyler misin,KARAKTER_SORUSU,KitapPusula-V6,eğitim
iyi günler bugün de,iyi gunler bugun de,SELAMLAMA,KitapPusula-V6,eğitim
bir tane komik bir şey söyle olur mu,bir tane komik bir sey soyle olur mu,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
açıklar mısın sen bir robot musun bana,aciklar misin sen bir robot musun bana,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
söyler misin sahibin kim bana,soyler misin sahibin kim bana,BOT_YARATICI,KitapPusula-Final-özel,eğitim
sanırım burada vakit geçirmek hoşuma gidiyor aslında,sanirim burada vakit gecirmek hosuma gidiyor aslinda,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
çok çok yardımcı oldun,cok cok yardimci oldun,TESEKKUR,KitapPusula-Final-özel,eğitim
iyi misin KitapPusula,iyi misin kitappusula,NASILSIN,KitapPusula-V6,eğitim
nereden başlamalıyım anlatır mısın,nereden baslamaliyim anlatir misin,YARDIM,KitapPusula-V6,eğitim
bu kitapta baş karakter kimdir söyler misin,bu kitapta bas karakter kimdir soyler misin,KARAKTER_SORUSU,KitapPusula-V6,eğitim
bu kitabın müellifi kim hatırlatır mısın,bu kitabin muellifi kim hatirlatir misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
özelliklerini anlat,ozelliklerini anlat,YARDIM,KitapPusula-V6,eğitim
tekrar merhaba KitapPusula,tekrar merhaba kitappusula,SELAMLAMA,KitapPusula-V6,eğitim
tam bilgiyi getir bir kez daha,tam bilgiyi getir bir kez daha,TEKRAR_GOSTER,KitapPusula-V6,eğitim
çok teşekkürler sana,cok tesekkurler sana,TESEKKUR,KitapPusula-Final-özel,eğitim
bugün ne haber bakalım,bugun ne haber bakalim,NASILSIN,KitapPusula-V6,eğitim
Bülbülü Öldürmek,bulbulu oldurmek,KITAP_ARAMA,KitapPusula-V6,eğitim
verdiğin cevap için çok yardımcı oldun,verdigin cevap icin cok yardimci oldun,TESEKKUR,KitapPusula-Final-özel,eğitim
haber sağlayıcısındaki bugünkü haberler neydi,haber saglayicisindaki bugunku haberler neydi,HABER_SORUSU,MASSIVE-tr-TR,eğitim
söyler misin genç misin lütfen,soyler misin genc misin lutfen,BOT_YAS,KitapPusula-Final-özel,eğitim
haberlerde ne var lütfen,haberlerde ne var lutfen,HABER_SORUSU,KitapPusula-Final-özel,eğitim
kısaca kullanım seçeneklerini ver,kisaca kullanim seceneklerini ver,YARDIM,KitapPusula-V6,eğitim
bu eser içeriğinden bahset lütfen,bu eser iceriginden bahset lutfen,OZET_SORUSU,KitapPusula-V6,eğitim
merak ettim seni kim geliştirdi,merak ettim seni kim gelistirdi,BOT_YARATICI,KitapPusula-Final-özel,eğitim
biraz önce son kitap hangisiydi,biraz once son kitap hangisiydi,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
hangi ortamda çalışıyorsun,hangi ortamda calisiyorsun,BOT_KONUM,KitapPusula-Final-özel,eğitim
bu kitabın kim tarafından yazıldı hatırlatır mısın,bu kitabin kim tarafindan yazildi hatirlatir misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
kaç yaşındasın lütfen,kac yasindasin lutfen,BOT_YAS,KitapPusula-Final-özel,eğitim
Yabancı,yabanci,KITAP_ARAMA,KitapPusula-V6,eğitim
model bilgilerini göster,model bilgilerini goster,MODEL_BILGISI,KitapPusula-V6,eğitim
buharlaştırılmış,buharlastirilmis,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
bu eser kategorisi ne,bu eser kategorisi ne,TUR_SORUSU,KitapPusula-V6,eğitim
Bir İdam Mahkumunun Son Günü,bir idam mahkumunun son gunu,KITAP_ARAMA,KitapPusula-V6,eğitim
hangi algoritma kullanıldı söyler misin,hangi algoritma kullanildi soyler misin,MODEL_BILGISI,KitapPusula-V6,eğitim
bu eser sayfa sayısı kaç,bu eser sayfa sayisi kac,SAYFA_SORUSU,KitapPusula-V6,eğitim
yerel veri tabanında kaç kitap var,yerel veri tabaninda kac kitap var,KITAP_SAYISI,KitapPusula-V6,eğitim
bu kitapta olaylar nasıl gelişiyor kısaca söyler misin,bu kitapta olaylar nasil gelisiyor kisaca soyler misin,OLAY_SORUSU,KitapPusula-V6,eğitim
doğrudan seni kim yaptı lütfen,dogrudan seni kim yapti lutfen,BOT_YARATICI,KitapPusula-Final-özel,eğitim
model kaç tür tanıyor,model kac tur taniyor,KATEGORI_LISTESI,KitapPusula-V6,eğitim
nasıl tavuklu makarna pişiririm,nasil tavuklu makarna pisiririm,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
bu eser hikâyesi ne lütfen,bu eser hik yesi ne lutfen,OZET_SORUSU,KitapPusula-V6,eğitim
KitapPusula ile bilinmeyen kitabın türünü belirle,kitappusula ile bilinmeyen kitabin turunu belirle,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
isviçre de saat kaç,isvicre de saat kac,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
hemen alışveriş listesi oluştur,hemen alisveris listesi olustur,ALAN_DISI,KitapPusula-Final-özel,eğitim
geliştiricin kim,gelistiricin kim,BOT_YARATICI,KitapPusula-Final-özel,eğitim
günün ne olduğunu biliyor musun,gunun ne oldugunu biliyor musun,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
bu kitabın hangi yazar yazdı söyler misin,bu kitabin hangi yazar yazdi soyler misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
hangi kitabı konuşuyoruz hatırlatır mısın,hangi kitabi konusuyoruz hatirlatir misin,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
söyler misin doğum tarihin ne,soyler misin dogum tarihin ne,BOT_YAS,KitapPusula-Final-özel,eğitim
hangi algoritma kullanıldı,hangi algoritma kullanildi,MODEL_BILGISI,KitapPusula-V6,eğitim
ismin nedir bana,ismin nedir bana,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
bazen biraz sohbet etmek istiyorum şimdi,bazen biraz sohbet etmek istiyorum simdi,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
yerel veri tabanında kaç kayıt tutuluyor,yerel veri tabaninda kac kayit tutuluyor,KITAP_SAYISI,KitapPusula-V6,eğitim
modelle etiketsiz kitabın kategorisini bul başlat,modelle etiketsiz kitabin kategorisini bul baslat,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
sen dünyadaki tüm eserleri tanıyor mu gerçekten,sen dunyadaki tum eserleri taniyor mu gercekten,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
bu karakter kimmiş,bu karakter kimmis,KARAKTER_SORUSU,KitapPusula-V6,eğitim
hamsi nasıl pişirilir,hamsi nasil pisirilir,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
sence sonun anlamı ne olabilir,sence sonun anlami ne olabilir,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
Monte Kristo Kontu,monte kristo kontu,KITAP_ARAMA,KitapPusula-V6,eğitim
yardımın için yardımın işime yaradı sana,yardimin icin yardimin isime yaradi sana,TESEKKUR,KitapPusula-Final-özel,eğitim
kaç sayfaydı,kac sayfaydi,SAYFA_SORUSU,KitapPusula-V6,eğitim
şu anda bugün dünyada neler oldu özetler misin,su anda bugun dunyada neler oldu ozetler misin,HABER_SORUSU,KitapPusula-Final-özel,eğitim
kitap bilgisini yinele lütfen,kitap bilgisini yinele lutfen,TEKRAR_GOSTER,KitapPusula-V6,eğitim
desteklenen kategoriler neler söyler misin,desteklenen kategoriler neler soyler misin,KATEGORI_LISTESI,KitapPusula-V6,eğitim
tam bilgiyi getir,tam bilgiyi getir,TEKRAR_GOSTER,KitapPusula-V6,eğitim
bu romanda hangi karakterler var hatırlatır mısın,bu romanda hangi karakterler var hatirlatir misin,KARAKTER_SORUSU,KitapPusula-V6,eğitim
merak ettim seni kim yaptı lütfen,merak ettim seni kim yapti lutfen,BOT_YARATICI,KitapPusula-Final-özel,eğitim
şu anda bir adresin var mı,su anda bir adresin var mi,BOT_KONUM,KitapPusula-Final-özel,eğitim
saati kontrol edebilir misin,saati kontrol edebilir misin,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
kısaca özelliklerin neler lütfen,kisaca ozelliklerin neler lutfen,BOT_YETENEK,KitapPusula-Final-özel,eğitim
KitapPusula ile yeni kitap sınıflandır başlat,kitappusula ile yeni kitap siniflandir baslat,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
bilgileri tekrar ver,bilgileri tekrar ver,TEKRAR_GOSTER,KitapPusula-V6,eğitim
bu kitap sayfa sayısı kaç söyler misin,bu kitap sayfa sayisi kac soyler misin,SAYFA_SORUSU,KitapPusula-V6,eğitim
fotoğraf düzenle istiyorum,fotograf duzenle istiyorum,ALAN_DISI,KitapPusula-Final-özel,eğitim
sence ana fikir nasıl yorumlanabilir kısaca değerlendir,sence ana fikir nasil yorumlanabilir kisaca degerlendir,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
merak ettim senden ne isteyebilirim,merak ettim senden ne isteyebilirim,BOT_YETENEK,KitapPusula-Final-özel,eğitim
bu eserle ilgili konuyu daha geniş açıkla mümkünse,bu eserle ilgili konuyu daha genis acikla mumkunse,DETAY_SORUSU,KitapPusula-V6,eğitim
olly cumartesi hava nasıl olacak,olly cumartesi hava nasil olacak,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
modelle kitap açıklamasından tür tahmin et başlat,modelle kitap aciklamasindan tur tahmin et baslat,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
az önce son kitap hangisiydi,az once son kitap hangisiydi,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
bu akşam ılıman bir akşam mı olacak,bu aksam iliman bir aksam mi olacak,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
kitabın ismini hatırlat söyler misin,kitabin ismini hatirlat soyler misin,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
selamlar orada mısın,selamlar orada misin,SELAMLAMA,KitapPusula-V6,eğitim
bu kitap kısa özetini ver lütfen,bu kitap kisa ozetini ver lutfen,OZET_SORUSU,KitapPusula-V6,eğitim
az önceki kitap hangi tür,az onceki kitap hangi tur,TUR_SORUSU,KitapPusula-V6,eğitim
çok teşekkür ederim KitapPusula,cok tesekkur ederim kitappusula,TESEKKUR,KitapPusula-Final-özel,eğitim
bu kitapta merkezdeki kişi kim söyler misin,bu kitapta merkezdeki kisi kim soyler misin,KARAKTER_SORUSU,KitapPusula-V6,eğitim
açıkçası aklıma bir konu geldi biraz,acikcasi aklima bir konu geldi biraz,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
Dune,dune,KITAP_ARAMA,KitapPusula-V6,eğitim
bu eserin yazarı kim hatırlatır mısın,bu eserin yazari kim hatirlatir misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
yorumuna göre ana fikir nasıl yorumlanabilir kısaca değerlendir,yorumuna gore ana fikir nasil yorumlanabilir kisaca degerlendir,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
acaba doğum tarihin ne şu anda,acaba dogum tarihin ne su anda,BOT_YAS,KitapPusula-Final-özel,eğitim
şu an çin'de saat kaç,su an cin de saat kac,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
az önceki kitap için detayları yeniden göster,az onceki kitap icin detaylari yeniden goster,TEKRAR_GOSTER,KitapPusula-V6,eğitim
fotoğraf düzenle,fotograf duzenle,ALAN_DISI,KitapPusula-Final-özel,eğitim
bu eser uzun bir kitap mı hatırlatır mısın,bu eser uzun bir kitap mi hatirlatir misin,SAYFA_SORUSU,KitapPusula-V6,eğitim
sınıflandırıcı edebî kategorileri göster söyler misin,siniflandirici edeb kategorileri goster soyler misin,KATEGORI_LISTESI,KitapPusula-V6,eğitim
söyler misin nasıl bir asistansın lütfen,soyler misin nasil bir asistansin lutfen,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
kısaca hangi görevleri yaparsın anlatır mısın,kisaca hangi gorevleri yaparsin anlatir misin,BOT_YETENEK,KitapPusula-Final-özel,eğitim
bu romanda anlatılan kişi kim,bu romanda anlatilan kisi kim,KARAKTER_SORUSU,KitapPusula-V6,eğitim
acaba nerelisin,acaba nerelisin,BOT_KONUM,KitapPusula-Final-özel,eğitim
bana bu ayın üçüncü haftasında pazartesinin tarihini ver,bana bu ayin ucuncu haftasinda pazartesinin tarihini ver,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
bu eser konusu ne anlatır mısın,bu eser konusu ne anlatir misin,OZET_SORUSU,KitapPusula-V6,eğitim
bugün işler nasıl KitapPusula,bugun isler nasil kitappusula,NASILSIN,KitapPusula-V6,eğitim
olly balık çorbası yapmaya nasıl başlarım,olly balik corbasi yapmaya nasil baslarim,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
romanda olaylar nasıl gelişiyor,romanda olaylar nasil gelisiyor,OLAY_SORUSU,KitapPusula-V6,eğitim
sınıflandırıcı hangi sınıflar var söyler misin,siniflandirici hangi siniflar var soyler misin,KATEGORI_LISTESI,KitapPusula-V6,eğitim
artık kendine iyi bak,artik kendine iyi bak,VEDA,KitapPusula-Final-özel,eğitim
lütfen tam bilgiyi getir bir kez daha,lutfen tam bilgiyi getir bir kez daha,TEKRAR_GOSTER,KitapPusula-V6,eğitim
yerel veri tabanında ne kadar kitap biliyorsun söyler misin,yerel veri tabaninda ne kadar kitap biliyorsun soyler misin,KITAP_SAYISI,KitapPusula-V6,eğitim
sen veri setinde olmayan kitabı bulabilir mi gerçekten,sen veri setinde olmayan kitabi bulabilir mi gercekten,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
tavuk şiş tarifi göster,tavuk sis tarifi goster,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
sen bir robot musun bana,sen bir robot musun bana,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
bu kitapta hangi karakterler var söyler misin,bu kitapta hangi karakterler var soyler misin,KARAKTER_SORUSU,KitapPusula-V6,eğitim
elinde kaç kitap var,elinde kac kitap var,KITAP_SAYISI,KitapPusula-V6,eğitim
bugün yanıma palto almalı mıyım,bugun yanima palto almali miyim,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
kitap modeli için performans metrikleri ne söyler misin,kitap modeli icin performans metrikleri ne soyler misin,MODEL_BILGISI,KitapPusula-V6,eğitim
kısaca yardım et lütfen,kisaca yardim et lutfen,YARDIM,KitapPusula-V6,eğitim
kitabın uzunluğu nedir,kitabin uzunlugu nedir,SAYFA_SORUSU,KitapPusula-V6,eğitim
bu eserin sahibi hangi yazar hatırlatır mısın,bu eserin sahibi hangi yazar hatirlatir misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
bana ankara daki saati söyle,bana ankara daki saati soyle,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
kısaca nasıl bir asistansın bana,kisaca nasil bir asistansin bana,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
niyet modeli için performans metrikleri ne,niyet modeli icin performans metrikleri ne,MODEL_BILGISI,KitapPusula-V6,eğitim
bu kitapta kahraman neden yola çıkıyor anlatır mısın,bu kitapta kahraman neden yola cikiyor anlatir misin,OLAY_SORUSU,KitapPusula-V6,eğitim
bu romanda merkezdeki kişi kim,bu romanda merkezdeki kisi kim,KARAKTER_SORUSU,KitapPusula-V6,eğitim
sistemde kaç kayıt tutuluyor,sistemde kac kayit tutuluyor,KITAP_SAYISI,KitapPusula-V6,eğitim
bu kitapta kahraman neden yola çıkıyor,bu kitapta kahraman neden yola cikiyor,OLAY_SORUSU,KitapPusula-V6,eğitim
kullanım seçeneklerini ver lütfen,kullanim seceneklerini ver lutfen,YARDIM,KitapPusula-V6,eğitim
hadi komik bir şey söyle olur mu,hadi komik bir sey soyle olur mu,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
açıklar mısın karşımda kim var,aciklar misin karsimda kim var,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
şimdilik kendine iyi bak KitapPusula,simdilik kendine iyi bak kitappusula,VEDA,KitapPusula-Final-özel,eğitim
hadi şaka yap olur mu,hadi saka yap olur mu,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
yorumuna göre eserin duygusu nasıl yorumlar mısın,yorumuna gore eserin duygusu nasil yorumlar misin,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
yardım,yardim,YARDIM,KitapPusula-V6,eğitim
doğrudan seni kim yaptı bana,dogrudan seni kim yapti bana,BOT_YARATICI,KitapPusula-Final-özel,eğitim
acaba evin nerede şu anda,acaba evin nerede su anda,BOT_KONUM,KitapPusula-Final-özel,eğitim
az önceki kitap hacmi ne kadar,az onceki kitap hacmi ne kadar,SAYFA_SORUSU,KitapPusula-V6,eğitim
bu romanda merkezdeki kişi kim hatırlatır mısın,bu romanda merkezdeki kisi kim hatirlatir misin,KARAKTER_SORUSU,KitapPusula-V6,eğitim
kısaca ne yapabilirsin lütfen,kisaca ne yapabilirsin lutfen,BOT_YETENEK,KitapPusula-Final-özel,eğitim
söyler misin geliştiricin kim bana,soyler misin gelistiricin kim bana,BOT_YARATICI,KitapPusula-Final-özel,eğitim
az önceki kitap için kitap kartını aç,az onceki kitap icin kitap kartini ac,TEKRAR_GOSTER,KitapPusula-V6,eğitim
kaç örnekle eğitildi ayrıntılı anlat,kac ornekle egitildi ayrintili anlat,MODEL_BILGISI,KitapPusula-V6,eğitim
az önceki kitap kısaca özetle,az onceki kitap kisaca ozetle,OZET_SORUSU,KitapPusula-V6,eğitim
merak ettim yaratıcın kim,merak ettim yaraticin kim,BOT_YARATICI,KitapPusula-Final-özel,eğitim
sence kitap okunmaya değer mi kısaca değerlendir,sence kitap okunmaya deger mi kisaca degerlendir,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
teşekkür ederim sana,tesekkur ederim sana,TESEKKUR,KitapPusula-Final-özel,eğitim
bu eser kısaca özetle,bu eser kisaca ozetle,OZET_SORUSU,KitapPusula-V6,eğitim
hangi kitabı konuşuyoruz söyler misin,hangi kitabi konusuyoruz soyler misin,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
kategori bilgisini ver,kategori bilgisini ver,TUR_SORUSU,KitapPusula-V6,eğitim
kısaca bana nasıl yardım edersin anlatır mısın,kisaca bana nasil yardim edersin anlatir misin,BOT_YETENEK,KitapPusula-Final-özel,eğitim
katı yumurta için kaç dakika kaynatmam gerek,kati yumurta icin kac dakika kaynatmam gerek,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
bu sistem bütün kitapları biliyor mu şu anda,bu sistem butun kitaplari biliyor mu su anda,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
aynı özeti değil daha ayrıntılı anlat,ayni ozeti degil daha ayrintili anlat,DETAY_SORUSU,KitapPusula-V6,eğitim
bugünün ilerleyen saatlerinde yağmur yağacak mı,bugunun ilerleyen saatlerinde yagmur yagacak mi,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
bir fincana kaç çay kaşığı,bir fincana kac cay kasigi,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
bu kitapta kahramanın adı ne,bu kitapta kahramanin adi ne,KARAKTER_SORUSU,KitapPusula-V6,eğitim
özelliklerini anlat anlatır mısın,ozelliklerini anlat anlatir misin,YARDIM,KitapPusula-V6,eğitim
verdiğin cevap için çok sağ ol KitapPusula,verdigin cevap icin cok sag ol kitappusula,TESEKKUR,KitapPusula-Final-özel,eğitim
bu haftanın hava durumu tahmini,bu haftanin hava durumu tahmini,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
şükran günü hangi gün,sukran gunu hangi gun,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
söyler misin nerede yaşıyorsun lütfen,soyler misin nerede yasiyorsun lutfen,BOT_KONUM,KitapPusula-Final-özel,eğitim
söyler misin bir yaşın var mı lütfen,soyler misin bir yasin var mi lutfen,BOT_YAS,KitapPusula-Final-özel,eğitim
bu romanda öne çıkan karakter kim söyler misin,bu romanda one cikan karakter kim soyler misin,KARAKTER_SORUSU,KitapPusula-V6,eğitim
yeniden selam bugün de,yeniden selam bugun de,SELAMLAMA,KitapPusula-V6,eğitim
az önce hangi kitabı konuşuyoruz hatırlatır mısın,az once hangi kitabi konusuyoruz hatirlatir misin,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
bana kadın cinayetlerini protesto ile ilgili son güncellemeleri ver,bana kadin cinayetlerini protesto ile ilgili son guncellemeleri ver,HABER_SORUSU,MASSIVE-tr-TR,eğitim
